Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
29579,Foundation (Foundation #1),Isaac Asimov,"Asimov, Isaac",,"=""0553803719""","=""9780553803716""",0,4.14,Bantam,Hardcover,244,2004,1951,,2017/02/12,forgot,forgot (#52),read,,,,1,,,0,,,,,
8704,Starship Titanic,Terry Jones,"Jones, Terry",Marie-Catherine Caillava,"=""2290053651""","=""9782290053652""",0,3.59,J'ai Lu,Paperback,189,2001,1997,,2017/02/12,forgot,forgot (#51),read,,,,1,,,0,,,,,
724436,Homes and Other Black Holes,Dave Barry,"Barry, Dave",,"=""0345394402""","=""9780345394408""",0,3.78,Ballantine Books,Paperback,196,1995,1988,,2017/02/12,forgot,forgot (#50),read,,,,1,,,0,,,,,
179293,Childhood Is Hell,Matt Groening,"Groening, Matt",,"=""0007180268""","=""9780007180264""",0,4.11,HarperCollins Australia,Paperback,48,2004,1988,,2017/02/12,forgot,forgot (#49),read,,,,1,,,0,,,,,
133027,Happy Trails,Berkeley Breathed,"Breathed, Berkeley",,"=""0316107417""","=""9780316107419""",0,4.29,Little Brown and Company,Paperback,86,1990,1990,,2017/02/12,forgot,forgot (#48),read,,,,1,,,0,,,,,
102327,Armor,John Steakley,"Steakley, John",,"=""0886773687""","=""9780886773687""",0,4.12,DAW,Mass Market Paperback,426,1984,1984,,2017/02/12,forgot,forgot (#47),read,,,,1,,,0,,,,,
310612,A Confederacy of Dunces,John Kennedy Toole,"Toole, John Kennedy",Walker Percy,"=""0802130208""","=""9780802130204""",0,3.89,Grove Press,Paperback,416,1994,1980,,2017/02/12,forgot,forgot (#46),read,,,,1,,,0,,,,,
64113,Everything You Know Is Wrong,Paul Kirchner,"Kirchner, Paul",,"=""1881649709""","=""9781881649700""",0,3.67,Gollehon Books,Paperback,,1995,1995,,2017/02/12,forgot,forgot (#30),read,,,,1,,,0,,,,,
552349,"Hit or Myth (Myth Adventures, #4)",Robert Lynn Asprin,"Asprin, Robert Lynn",,"=""0441013953""","=""9780441013951""",0,4.03,Ace,Paperback,208,2006,1983,,2017/02/12,forgot,forgot (#32),read,,,,1,,,0,,,,,
179294,School is Hell,Matt Groening,"Groening, Matt",,"=""0007179243""","=""9780007179244""",0,4.23,HarperCollins Entertainment ,Paperback,48,2004,1987,,2017/02/12,forgot,forgot (#28),read,,,,1,,,0,,,,,
154091,"Mona Lisa Overdrive (Sprawl, #3)",William Gibson,"Gibson, William",,"=""0553281747""","=""9780553281743""",0,3.98,Bantam Spectra,Mass Market Paperback,308,1989,1988,,2017/02/12,forgot,forgot (#36),read,,,,2,,,0,,,,,
363883,"Bazil Broketail (Bazil Broketail, #1)",Christopher Rowley,"Rowley, Christopher",,"=""0451452062""","=""9780451452061""",0,4.07,ROC,Paperback,476,1992,1992,,2017/02/12,forgot,forgot (#31),read,,,,1,,,0,,,,,
96977,"Castle Roogna (Xanth, #3)",Piers Anthony,"Anthony, Piers",,"=""0345418514""","=""9780345418517""",0,3.87,Del Rey Books,Paperback,336,1997,1979,,2017/02/12,forgot,forgot (#26),read,,,,1,,,0,,,,,
13810,Magician: Master (The Riftwar Saga #2),Raymond E. Feist,"Feist, Raymond E.",,"=""0553564935""","=""9780553564938""",0,4.25,Spectra Books,Mass Market Paperback,499,1993,1982,,2017/02/12,forgot,forgot (#29),read,,,,1,,,0,,,,,
317492,Split Heirs,Lawrence Watt-Evans,"Watt-Evans, Lawrence",Esther M. Friesner,"=""0312853203""","=""9780312853204""",0,3.58,Tor Books,Hardcover,319,1993,1993,,2017/02/12,forgot,forgot (#31),read,,,,1,,,0,,,,,
113019,Dave Barry's Stay Fit and Healthy Until You're Dead,Dave Barry,"Barry, Dave",Jerry O'Brien,"=""0878575707""","=""9780878575701""",0,3.65,Rodale Books,Paperback,96,2000,1996,,2017/02/12,forgot,forgot (#37),read,,,,2,,,0,,,,,
61179,Ringworld,Larry Niven,"Niven, Larry",,"=""0575077026""","=""9780575077027""",0,3.96,Gollancz,Paperback,288,2005,1970,,2017/02/12,forgot,forgot (#36),read,,,,1,,,0,,,,,
14497,Neverwhere,Neil Gaiman,"Gaiman, Neil",,"=""0060557818""","=""9780060557812""",0,4.18,William Morrow Paperbacks,Paperback,370,2003,1996,,2017/02/12,forgot,forgot (#30),read,,,,1,,,0,,,,,
7149692,Johnny the Homicidal Maniac #4,Jhonen Vásquez,"Vásquez, Jhonen",,"=""""","=""""",0,4.55,,,,,,,2017/02/12,forgot,forgot (#43),read,,,,2,,,0,,,,,
43915,Magician: Apprentice  (Raymond E. Feist's Magician: Apprentice #1),Raymond E. Feist,"Feist, Raymond E.","Michael Avon Oeming, Bryan J.L. Glass, Ryan Stegman","=""0785127224""","=""9780785127222""",0,4.45,Marvel Comics Group,Hardcover,168,2007,1984,,2017/02/12,forgot,forgot (#30),read,,,,1,,,0,,,,,
894141,"M.Y.T.H. Inc. in Action / Sweet Myth-tery of Life (Myth Adventures, #9-10)",Robert Lynn Asprin,"Asprin, Robert Lynn",,"=""0441009824""","=""9780441009824""",0,4.12,Ace,Paperback,368,2002,2002,,2017/02/12,forgot,forgot (#34),read,,,,1,,,0,,,,,
21245,"Orion (Orion, #1)",Ben Bova,"Bova, Ben",,"=""0812532473""","=""9780812532470""",0,3.70,Tor Science Fiction,Paperback,432,1992,1984,,2017/02/12,forgot,forgot (#28),read,,,,1,,,0,,,,,
6424171,"Jurassic Park (Jurassic Park, #1)",Michael Crichton,"Crichton, Michael",,"=""0345370775""","=""9780345370778""",0,3.98,Ballantine Books,Mass Market Paperback,399,1991,1990,,2017/02/12,forgot,forgot (#29),read,,,,1,,,0,,,,,
547094,I Am Legend and Other Stories,Richard Matheson,"Matheson, Richard",,"=""031286504X""","=""9780312865047""",0,3.99,Orb Books,Paperback,317,1997,1954,,2017/02/12,forgot,forgot (#29),read,,,,1,,,0,,,,,
234225,Dune (Dune Chronicles #1),Frank Herbert,"Herbert, Frank",,"=""0340839937""","=""9780340839935""",0,4.20,Hodder & Stoughton,Paperback,604,2006,1965,,2017/02/12,forgot,forgot (#33),read,,,,1,,,0,,,,,
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""0439554934""","=""9780439554930""",0,4.45,Scholastic Inc,Hardcover,320,1997,1997,,2017/02/12,forgot,forgot (#41),read,,,,2,,,0,,,,,
34270,The Callahan Chronicals (Callahan's #1-3),Spider Robinson,"Robinson, Spider",,"=""0812539370""","=""9780812539370""",0,4.31,Tor,Paperback,416,1997,1988,,2017/02/12,forgot,forgot (#40),read,,,,2,,,0,,,,,
159882,The Forest People,Colin M. Turnbull,"Turnbull, Colin M.",,"=""0671640992""","=""9780671640996""",0,3.92,Touchstone,Paperback,320,1987,1961,,2017/02/12,forgot,forgot (#30),read,,,,1,,,0,,,,,
939740,"The Integral Trees (The State, #2)",Larry Niven,"Niven, Larry",,"=""0345320654""","=""9780345320650""",0,3.75,Del Rey,Mass Market Paperback,272,1985,1983,,2017/02/12,forgot,forgot (#38),read,,,,2,,,0,,,,,
6514,The Bell Jar,Sylvia Plath,"Plath, Sylvia",,"=""0061148512""","=""9780061148514""",0,3.98,Harper Perennial,Paperback,244,2006,1963,,2017/02/12,forgot,forgot (#32),read,,,,1,,,0,,,,,
564450,"The Invaders Plan (Mission Earth, #1)",L. Ron Hubbard,"Hubbard, L. Ron",,"=""0884042820""","=""9780884042822""",0,3.41,Bridge Publications (CA),Paperback,615,1988,1985,,2017/02/12,forgot,forgot (#38),read,,,,1,,,0,,,,,
239102,"Starless Night (Forgotten Realms: Legacy of the Drow, #2; Legend of Drizzt, #8)",R.A. Salvatore,"Salvatore, R.A.",,"=""1560768800""","=""9781560768807""",0,4.13,Random House TSR,Paperback,320,1994,1992,,2017/02/12,forgot,forgot (#39),read,,,,2,,,0,,,,,
126027,The World According to Dave Barry,Dave Barry,"Barry, Dave",,"=""051711870X""","=""9780517118702""",0,3.98,Random House Value Publishing,Hardcover,528,1994,1994,,2017/02/12,forgot,forgot (#44),read,,,,2,,,0,,,,,
49838,"Titan (Gaea, #1)",John Varley,"Varley, John",,"=""0441813046""","=""9780441813049""",0,3.94,Ace,Paperback,309,1987,1979,,2017/02/12,forgot,forgot (#35),read,,,,1,,,0,,,,,
50877,The Number of the Beast (The World As Myth),Robert A. Heinlein,"Heinlein, Robert A.",,"=""0449900401""","=""9780449900406""",0,3.61,Ballantine Books,Paperback,511,1986,1980,,2017/02/12,forgot,forgot (#42),read,,,,1,,,0,,,,,
15447,"The Source of Magic (Xanth, #2)",Piers Anthony,"Anthony, Piers",,"=""0345418506""","=""9780345418500""",0,3.86,Del Rey,Paperback,255,1997,1979,,2017/02/12,forgot,forgot (#34),read,,,,1,,,0,,,,,
64467,"The Ringworld Throne (Ringworld, #3)",Larry Niven,"Niven, Larry",,"=""0345412966""","=""9780345412966""",0,3.55,Del Rey Books,Mass Market Paperback,368,1997,1996,,2017/02/12,forgot,forgot (#44),read,,,,2,,,0,,,,,
353,Time Enough for Love,Robert A. Heinlein,"Heinlein, Robert A.",,"=""""","=""""",0,3.96,Ace,Mass Market Paperback,589,1988,1973,,2017/02/12,forgot,forgot (#45),read,,,,2,,,0,,,,,
61181,The Ringworld Engineers (Ringworld #2),Larry Niven,"Niven, Larry",,"=""0345418417""","=""9780345418418""",0,3.86,Del Rey,Paperback,307,1997,1979,,2017/02/12,forgot,forgot (#39),read,,,,2,,,0,,,,,
843588,Vampire$,John Steakley,"Steakley, John",,"=""0451451538""","=""9780451451538""",0,3.76,Roc,Paperback,368,1992,1990,,2017/02/12,forgot,forgot (#42),read,,,,2,,,0,,,,,
4985,Welcome to the Monkey House,Kurt Vonnegut,"Vonnegut, Kurt",,"=""0385333501""","=""9780385333504""",0,4.14,Dial Press Trade,Paperback,331,2013,1968,,2017/02/12,forgot,forgot (#45),read,,,,2,,,0,,,,,
7763,The Joy Luck Club,Amy Tan,"Tan, Amy",,"=""0143038095""","=""9780143038092""",0,3.90,Penguin Books,Paperback,288,2006,1989,,2017/02/12,forgot,forgot (#40),read,,,,2,,,0,,,,,
415807,"Phule's Paradise (Phule's Company, #2)",Robert Lynn Asprin,"Asprin, Robert Lynn",,"=""0441662536""","=""9780441662531""",0,3.91,Ace,Paperback,256,1992,1992,,2017/02/11,forgot,forgot (#25),read,,,,1,,,0,,,,,
76664,A Spell for Chameleon (Xanth #1),Piers Anthony,"Anthony, Piers",,"=""034525855X""","=""9780345258557""",0,3.93,Del Rey,Paperback,344,1977,1977,,2017/02/12,forgot,forgot (#24),read,,,,1,,,0,,,,,
394047,Bear v. Shark,Chris Bachelder,"Bachelder, Chris",,"=""0743219465""","=""9780743219464""",0,3.71,Scribner Book Company,Hardcover,256,2001,2001,,2017/02/12,forgot,forgot (#25),read,,,,1,,,0,,,,,
264765,Grunts,Mary Gentle,"Gentle, Mary",,"=""0451454537""","=""9780451454539""",0,3.52,Roc,Mass Market Paperback,464,1995,1992,,2017/02/12,forgot,forgot (#27),read,,,,1,,,0,,,,,
70487,Attack of the Deranged Mutant Killer Monster Snow Goons,Bill Watterson,"Watterson, Bill",,"=""1417642165""","=""9781417642168""",5,4.71,Turtleback Books,Hardcover,127,1992,1992,,2017/02/12,,,read,,,,1,,,0,,,,,
34497,"The Color of Magic (Discworld, #1; Rincewind #1)",Terry Pratchett,"Pratchett, Terry",,"=""0060855924""","=""9780060855925""",0,3.98,Harper,Hardcover,228,2005,1983,,2017/02/12,forgot,forgot (#28),read,,,,1,,,0,,,,,
305110,The Dilbert Principle & The Dilbert Future,Scott Adams,"Adams, Scott",,"=""""","=""""",0,3.91,,,,,2011,,2017/02/12,forgot,forgot (#26),read,,,,1,,,0,,,,,
24815,The Indispensable Calvin and Hobbes,Bill Watterson,"Watterson, Bill",,"=""0751500283""","=""9780751500288""",5,4.73,Warner Books,Paperback,255,1992,1992,,2017/02/12,,,read,,,,1,,,0,,,,,
68022,A Fisherman of the Inland Sea,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0060763515""","=""9780060763510""",0,3.98,Harper Perennial,Paperback,207,2005,1994,,2017/02/11,forgot,forgot (#23),read,,,,1,,,0,,,,,
367367,"Myth Conceptions (Myth Adventures, #2)",Robert Lynn Asprin,"Asprin, Robert Lynn",,"=""0441013627""","=""9780441013623""",5,4.06,Ace,Paperback,208,2005,1980,,2017/02/11,forgot,forgot (#22),read,,,,1,,,0,,,,,
1404120,Love Ain't Nothing But Sex Misspelled,Harlan Ellison,"Ellison, Harlan",,"=""0441495478""","=""9780441495474""",0,4.07,Ace Books,Paperback,384,1982,1968,,2017/02/12,to-read,to-read (#82),to-read,,,,0,,,0,,,,,
100933,"That Hideous Strength (Space Trilogy, #3)",C.S. Lewis,"Lewis, C.S.",,"=""0007157177""","=""9780007157174""",0,3.87,HarperCollins Publishers,Paperback,534,2005,1945,,2017/02/12,forgot,forgot (#21),read,,,,1,,,0,,,,,
100924,"Perelandra (Space Trilogy, #2)",C.S. Lewis,"Lewis, C.S.",,"=""0007157169""","=""9780007157167""",0,3.98,Voyager,Paperback,314,2005,1943,,2017/02/12,forgot,forgot (#20),read,,,,1,,,0,,,,,
25350,"Out of the Silent Planet (Space Trilogy, #1)",C.S. Lewis,"Lewis, C.S.",,"=""0007157150""","=""9780007157150""",0,3.92,HarperCollins Publishers,Paperback,224,2005,1938,,2017/02/12,forgot,forgot (#19),read,,,,1,,,0,,,,,
11138,Mere Christianity,C.S. Lewis,"Lewis, C.S.",,"=""0684823780""","=""9780684823782""",0,4.31,Touchstone Books,Paperback,191,1996,1952,,2017/02/12,forgot,forgot (#18),read,,,,1,,,0,,,,,
35128,With Friends Like These...,Alan Dean Foster,"Foster, Alan Dean",,"=""0345323904""","=""9780345323903""",0,3.93,Del Rey,Mass Market Paperback,236,1977,1977,,2017/02/12,forgot,forgot (#17),read,,,,1,,,0,,,,,
35179,Quozl,Alan Dean Foster,"Foster, Alan Dean",,"=""0727842773""","=""9780727842770""",0,3.50,Severn House,Hardcover,344,1991,1989,,2017/02/12,forgot,forgot (#16),read,,,,1,,,0,,,,,
35137,"Into the Thinking Kingdoms (Journeys of the Catechist, #2)",Alan Dean Foster,"Foster, Alan Dean",,"=""0446914673""","=""9780446914673""",0,3.86,Aspect,ebook,,2000,1999,,2017/02/12,forgot,forgot (#15),read,,,,1,,,0,,,,,
530725,"Carnivores of Light and Darkness (Journeys of the Catechist, #1)",Alan Dean Foster,"Foster, Alan Dean",,"=""0446606979""","=""9780446606974""",0,3.75,Aspect,Paperback,368,1999,1998,,2017/02/12,forgot,forgot (#14),read,,,,1,,,0,,,,,
883458,Glory Lane,Alan Dean Foster,"Foster, Alan Dean",,"=""0441516645""","=""9780441516643""",0,3.67,Ace,Mass Market Paperback,295,1987,1987,,2017/02/12,forgot,forgot (#13),read,,,,1,,,0,,,,,
1810515,Al-Qadim: Arabian Adventures,Jeff Grub,"Grub, Jeff",Andria Hayday,"=""1560763582""","=""9781560763581""",0,3.71,TSR,Paperback,158,1992,1992,,2017/02/12,forgot,forgot (#12),read,,,,1,,,0,,,,,
2767,A People's History of the United States,Howard Zinn,"Zinn, Howard",,"=""0060838655""","=""9780060838652""",0,4.07,Harper Perennial,Paperback,729,2005,1980,2017/02/12,2017/02/11,did-not-finish,did-not-finish (#2),read,,,,2,,,0,,,,,
18302455,The Circle,Dave Eggers,"Eggers, Dave",,"=""0385351399""","=""9780385351393""",4,3.45,Knopf,Hardcover,493,2013,2013,,2017/02/11,,,read,,,,1,,,0,,,,,
4953,A Heartbreaking Work of Staggering Genius,Dave Eggers,"Eggers, Dave",,"=""0375725784""","=""9780375725784""",0,3.68,Vintage,Paperback,485,2001,2000,,2017/02/11,forgot,forgot (#11),read,,,,1,,,0,,,,,
15790837,Let's Explore Diabetes with Owls,David Sedaris,"Sedaris, David",,"=""0316154695""","=""9780316154697""",0,3.80,"Little, Brown and Company",Hardcover,275,2013,2013,,2017/02/11,to-read,to-read (#81),to-read,,,,0,,,0,,,,,
21413662,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,"Munroe, Randall",,"=""0544272994""","=""9780544272996""",4,4.17,Houghton Mifflin Harcourt,Hardcover,303,2014,2014,,2017/02/11,,,read,,,,1,,,0,,,,,
776391,What Mommies Do Best / What Daddies Do Best,Laura Joffe Numeroff,"Numeroff, Laura Joffe",Lynn Munsinger,"=""0689805772""","=""9780689805776""",3,4.05,Simon  Schuster Books for Young Readers,Hardcover,40,1998,1998,,2017/02/11,,,read,,,,1,,,0,,,,,
11275,The Wind-Up Bird Chronicle,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""0965341984""","=""9780965341981""",0,4.17,Knopf,Paperback,607,1997,1994,,2017/02/11,did-not-finish,did-not-finish (#1),read,,,,1,,,0,,,,,
317482,"The Wizard and the War Machine (War Surplus, #2)",Lawrence Watt-Evans,"Watt-Evans, Lawrence",,"=""0345334590""","=""9780345334596""",0,3.54,Del Rey,Mass Market Paperback,304,1987,1987,,2017/02/11,forgot,forgot (#10),read,,,,2,,,0,,,,,
116351,The Wizards of Odd,Peter Haining,"Haining, Peter",,"=""0441004873""","=""9780441004874""",0,3.72,Ace,Paperback,347,1997,1997,,2017/02/11,forgot,forgot (#9),read,,,,1,,,0,,,,,
410149,The Year's Best Science Fiction: Fourteenth Annual Collection,Gardner Dozois,"Dozois, Gardner","Robert Reed, Steven Utley, James P. Blaylock, Bud Sparhawk, Robert Silverberg, John Kessel, William Barton, Jim Cowan, Gene Wolfe, Paul Park, Jonathan Lethem, Ian McDonald, Maureen F. McHugh, Cherry Wilder, Bruce Sterling, Gregory Feeley, Damien Broderick, Gregory Benford, Walter Jon Williams, Michael Cassutt, Stephen Baxter, Mike Resnick, Michael Swanwick, Nancy Kress, Gwyneth Jones, Charles Sheffield, Tony Daniel","=""0312157029""","=""9780312157029""",0,4.02,St Martins Press,Hardcover,624,1997,1997,,2017/02/11,forgot,forgot (#8),read,,,,1,,,0,,,,,
99984,The Year's Best Science Fiction: Nineteenth Annual Collection,Gardner Dozois,"Dozois, Gardner","Maureen F. McHugh, Michael Swanwick, Paul McAuley, Andy Duncan, Allen Steele, Brenda W. Clough, Howard Waldrop, Leigh Kennedy, Chris Beckett, Ian R. MacLeod, Ken MacLeod, Jim Grimsley, Eleanor Arnason, Robert Reed, Michael Cassutt, Dan Simmons, James Patrick Kelly, William Sanders, Carolyn Ives Gilman, Nancy Kress, Geoff Ryman, Paul Di Filippo, Charles Stross, Michael Blumlein, Alastair Reynolds, Simon Ings","=""0312288794""","=""9780312288792""",0,4.01,St. Martin's Griffin,Paperback,637,2002,2002,,2017/02/11,forgot,forgot (#7),read,,,,2,,,0,,,,,
410148,The Year's Best Science Fiction: Fifteenth Annual Collection,Gardner Dozois,"Dozois, Gardner","Robert Silverberg, William Sanders, David Marusek, Gwyneth Jones, Robert Reed, Howard Waldrop, Michael Swanwick, G. David Nordley, Greg Egan, Paul McAuley, Carolyn Ives Gilman, Walter Jon Williams, Geoffrey A. Landis, Ian R. MacLeod, Simon Ings, Ian McDonald, Sean Williams, Simon Brown, John Kessel, Elisabeth Malartre, Nancy Kress, Gregory Benford, Stephen Baxter, Bill Johnson, Peter F. Hamilton, James Patrick Kelly, Alastair Reynolds, Alan Brennert","=""0312187793""","=""9780312187798""",0,3.95,St Martins Press,Hardcover,623,1998,1998,,2017/02/11,forgot,forgot (#6),read,,,,2,,,0,,,,,
1346279,The Year's Best Science Fiction: Eighth Annual Collection,Gardner Dozois,"Dozois, Gardner","James Patrick Kelly, Robert Frazier, Molly Gloss, John Kessel, Michael Moorcock, Dafydd ab Hugh, Ted Chiang, Alexander Jablokov, John Brunner, Nancy Kress, Greg Egan, Ursula K. Le Guin, Connie Willis, Jonathan Lethem, Ian McDonald, Robert Silverberg, Lewis Shiner, Pat Murphy, Joe Haldeman, Charles Sheffield, Bruce Sterling, Kate Wilhelm, Ian R. MacLeod, Terry Bisson, Lucius Shepard","=""0312060084""","=""9780312060084""",0,3.99,st.martin's press,Hardcover,624,1991,1991,,2017/02/11,forgot,forgot (#5),read,,,,2,,,0,,,,,
98038,The Year's Best Science Fiction: Twentieth Annual Collection,Gardner Dozois,"Dozois, Gardner","Ian R. MacLeod, Ian McDonald, John Kessel, Chris Beckett, Gregory Benford, Geoff Ryman, Steven Popkes, Richard Wadholm, Alex Irvine, Greg Egan, Michael Swanwick, Nancy Kress, James Van Pelt, Eleanor Arnason, John Meaney, Kage Baker, Walter Jon Williams, Alastair Reynolds, Paul McAuley, C.C. Finlay, Molly Gloss, Robert Reed, Maureen F. McHugh, Charles Stross, Bruce Sterling","=""0312308604""","=""9780312308605""",0,4.05,St. Martin's Griffin,softcover,672,2003,2003,,2017/02/11,forgot,forgot (#4),read,,,,2,,,0,,,,,
410147,The Year's Best Science Fiction: Third Annual Collection,Gardner Dozois,"Dozois, Gardner","Lucius Shepard, James Patrick Kelly, Avram Davidson, Joe Haldeman, Nancy Kress, Walter Jon Williams, James Tiptree Jr., George R.R. Martin, Howard Waldrop, Pat Cadigan, James P. Blaylock, Michael Swanwick, R.A. Lafferty, Lewis Shiner, S.C. Sykes, Kim Stanley Robinson, William Gibson, Frederik Pohl, Bruce Sterling, John Crowley, Orson Scott Card, Karen Joy Fowler, Robert Silverberg","=""031294487X""","=""9780312944872""",0,3.99,St Martin's Press,Paperback,624,1986,1986,,2017/02/11,forgot,forgot (#3),read,,,,2,,,0,,,,,
98039,The Year's Best Science Fiction: Twelfth Annual Collection,Gardner Dozois,"Dozois, Gardner","Mary Rosenblum, Geoff Ryman, Ursula K. Le Guin, Maureen F. McHugh, Pat Cadigan, Mike Resnick, William Sanders, Eliot Fintushel, George Turner, Brian M. Stableford, Howard Waldrop, Stephen Baxter, Walter Jon Williams, Lisa Goldstein, Joe Haldeman, Michael  Bishop, Katharine Kerr, Nancy Kress, Terry Bisson, Greg Egan, Robert Reed, Michael F.Flynn","=""0312132220""","=""9780312132224""",0,4.12,St Martins Press,Hardcover,697,1995,1995,,2017/02/11,forgot,forgot (#2),read,,,,2,,,0,,,,,
745717,Wanderlust: One Hundred Countries: A Personal Journey,Michael Clinton,"Clinton, Michael",,"=""1576872246""","=""9781576872246""",0,5.00,powerHouse Books,Hardcover,168,2006,2004,,2017/02/11,forgot,forgot (#1),read,,,,2,,,0,,,,,
134825,The Cathedral & the Bazaar: Musings on Linux and Open Source by an Accidental Revolutionary,Eric S. Raymond,"Raymond, Eric S.",Bob Young,"=""0596001088""","=""9780596001087""",0,3.82,O'Reilly Media,Paperback,258,2001,1999,,2017/02/11,to-read,to-read (#80),to-read,,,,0,,,0,,,,,
35924,"The Lure of the Basilisk (The Lords of Dûs, #1)",Lawrence Watt-Evans,"Watt-Evans, Lawrence",,"=""1587155877""","=""9781587155871""",0,3.69,Wildside Press,Paperback,208,2001,1980,,2017/02/11,to-read,to-read (#79),to-read,,,,0,,,0,,,,,
317474,"The Wizard Lord (The Annals of the Chosen, #1)",Lawrence Watt-Evans,"Watt-Evans, Lawrence",,"=""0765349019""","=""9780765349019""",0,3.55,Tor Fantasy,Paperback,384,2007,2006,,2017/02/11,to-read,to-read (#78),to-read,,,,0,,,0,,,,,
390245,"The Spell of the Black Dagger (Ethshar, #6)",Lawrence Watt-Evans,"Watt-Evans, Lawrence",,"=""0345377125""","=""9780345377128""",0,3.91,Del Rey,Mass Market Paperback,312,1993,1993,,2017/02/11,to-read,to-read (#77),to-read,,,,2,,,0,,,,,
13664797,Tales of Ethshar,Lawrence Watt-Evans,"Watt-Evans, Lawrence",,"=""""","=""""",0,3.98,Wildside Press,Kindle Edition,224,2012,2012,,2017/02/11,to-read,to-read (#76),to-read,,,,0,,,0,,,,,
23964234,"Relics of War (Ethshar, #13)",Lawrence Watt-Evans,"Watt-Evans, Lawrence",,"=""""","=""""",0,4.03,Wildside Press,Kindle Edition,198,2014,2014,,2017/02/11,to-read,to-read (#75),to-read,,,,0,,,0,,,,,
17684897,"The Sorcerer's Widow (Ethshar, #12)",Lawrence Watt-Evans,"Watt-Evans, Lawrence",,"=""143444175X""","=""9781434441751""",0,3.77,Wildside Press,Paperback,157,2013,2013,,2017/02/11,to-read,to-read (#74),to-read,,,,0,,,0,,,,,
13421403,"The Unwelcome Warlock (Ethshar, #11)",Lawrence Watt-Evans,"Watt-Evans, Lawrence",,"=""""","=""""",0,4.02,Wildside Press,Kindle Edition,328,2012,2011,,2017/02/11,to-read,to-read (#73),to-read,,,,0,,,0,,,,,
6004975,"The Vondish Ambassador (Ethshar, #10)",Lawrence Watt-Evans,"Watt-Evans, Lawrence",,"=""1434477622""","=""9781434477620""",0,3.94,Wildside Press,Hardcover,232,2008,2007,,2017/02/11,to-read,to-read (#72),to-read,,,,0,,,0,,,,,
247912,"The Spriggan Mirror (Ethshar, #9)",Lawrence Watt-Evans,"Watt-Evans, Lawrence",,"=""0809556723""","=""9780809556724""",5,3.83,Wildside Press,Paperback,248,2006,2006,,2017/02/11,,,read,,,,2,,,0,,,,,
317485,"Ithanalin's Restoration (Ethshar, #8)",Lawrence Watt-Evans,"Watt-Evans, Lawrence",,"=""0765340550""","=""9780765340559""",0,3.73,Tor Books,Paperback,272,2003,2002,,2017/02/11,to-read,to-read (#71),to-read,,,,0,,,0,,,,,
317489,"Night of Madness (Ethshar, #7)",Lawrence Watt-Evans,"Watt-Evans, Lawrence",,"=""0812577949""","=""9780812577945""",5,3.81,Tor Fantasy,Paperback,384,2002,2000,,2017/02/11,,,read,,,,1,,,0,,,,,
317487,"Taking Flight (Ethshar, #5)",Lawrence Watt-Evans,"Watt-Evans, Lawrence",,"=""1587152886""","=""9781587152887""",5,3.45,Wildside Press,Paperback,220,2001,1993,,2017/02/11,,,read,,,,2,,,0,,,,,
304953,"The Blood of a Dragon (Ethshar, #4)",Lawrence Watt-Evans,"Watt-Evans, Lawrence",,"=""1587153572""","=""9781587153570""",5,3.77,Wildside Press,Paperback,236,2001,1991,,2017/02/11,,,read,,,,1,,,0,,,,,
422225,"The Unwilling Warlord (Ethshar, #3)",Lawrence Watt-Evans,"Watt-Evans, Lawrence",,"=""158715286X""","=""9781587152863""",5,3.93,Wildside Press,Paperback,248,2000,1989,,2017/02/11,,,read,,,,2,,,0,,,,,
320216,"With a Single Spell (Ethshar, #2)",Lawrence Watt-Evans,"Watt-Evans, Lawrence",,"=""1587152851""","=""9781587152856""",5,4.05,Wildside Press,Paperback,208,2000,1987,,2017/02/11,,,read,,,,2,,,0,,,,,
317497,"The Misenchanted Sword (Ethshar, #1)",Lawrence Watt-Evans,"Watt-Evans, Lawrence",,"=""1587152827""","=""9781587152825""",5,4.01,Wildside Press,Paperback,228,2000,1985,,2017/02/11,,,read,,,,2,,,0,,,,,
61886,"The Curse of Chalion (World of the Five Gods, #1)",Lois McMaster Bujold,"Bujold, Lois McMaster",,"=""0007133618""","=""9780007133611""",0,4.16,Voyager,Paperback,496,2003,2000,,2017/02/11,to-read,to-read (#70),to-read,,,,0,,,0,,,,,
28483,"The Seventh Gate (The Death Gate Cycle, #7)",Margaret Weis,"Weis, Margaret",Tracy Hickman,"=""055357325X""","=""9780553573251""",5,4.09,Spectra,Paperback,317,1995,1994,,2017/02/11,,,read,,,,1,,,0,,,,,
